"scraping_time";"add_information";"company_details";"company_name";"contact_details";"contract_type";"days_online";"job_category";"job_city";"job_description";"job_title";"object_id";"object_link";"requirements";"salary";"views"
"2021-08-05 17:28:51.289440";"";"Kompania Marketing Group operon suksesshem ne fushen e telekomunikacionit duke trajtur argumenta mbi tregun e burses.
Jemi duke zgjeruar stafin tone dhe po kerkojme punonjes mbi pozicionin e punes Operator Apertura & Retention per gjuhen Italiane.
";"Marketing Grup";"e:marketinggroup.al@hotmail.com|w:marketinggroup.al@hotmail.com|t:0686078001";"Full Time";"56 Ditë";"Telemarketing";"Tiranë";"Ne jemi Marketing Group , nje kompani e suksesshme ne tregun e punes duke trajtuar argumentat e burses dhe me gjere.
Kerkojme te zgjerojme stafin tone dhe po rekrutojme Agjent Retention ne gjuhen Italiane .
Po ju jeni gati te na bashkoheni?
Nese keni ambicje per rritje personale e profesionale , po kerkoni nje pune stabel e me paga konkuruese ne treg ju themi se jeni ne vendin e duhur.
Marketing Group eshte nje kompanine qe ofron mundesite e duhura per ju!

Kompania jone ofron per ju :

Trajnime te paguara me nje staf te kualifikuar
Pagesa me rroge baze dhe bonuse te larta (bonuse ditore, javore, mujore)
Leads web shume te mire
Mjedis pune komod, rinor dhe dinamik
Aktivitete argetuese brenda dhe jashte mjedisit te punes
Orare pune 9:00-18:00
Fundjava e lire

Dergoni aplikimet tuaja ne adresat e meposhtme:

Kontakt: 0686078001
E_mail: marketinggroup.al@hotmail.com
Adresa: Rruga Tafaj, Ndertesa 34, mbrapa Aza Elektronics tek Selvia.

Ju mirepresim !
";"Ofrohet mundesi punesimi Agjent Retention ";"5670";"http://karriera.al/al/job-inside/5670/ofrohet-mundesi-punesimi-agjent-retention";"Kerkohet te permbushni keto kritere :

Te njihni mire kompjuterin.
Te zoteroni gjuhen italiane ne nivel te larte komunikimi.
Te jeni ambicioz per arritjen e objektivave ne grup e individuale.
Te kene disponibilitet te plote , korrektesi me oraret apo detyrat dhe pergjegjesite qe u ngarkohet gjate punes.
Te jeni te afte te nderveproni ne grup, kembengules e pozitiv.
";"";"18"
"2021-08-05 17:28:54.597311";"";"";"Work Italy";"e:recruiting@gmail.com|w:|t:";"Part Time";"56 Ditë";"Riparim dhe Mirëmbajtje";"Durrës";"Puna është 3 orë në ditë, nga e hëna në të premten. Paga 16.000 Leke (te reja) + siguracione.
";"Sanitare Zyre Part-Time";"5669";"http://karriera.al/al/job-inside/5669/sanitare-zyre-part-time";"Kërkohet Sanitare/Pastruese për Zyre në Durrës (Part-Time), të dijë pak italisht dhe të ketë eksperiencë pune.
Zyra ndodhet në Durrës. 
Për të aplikuar kontaktoni në numrin +355 69 6035666.
 
";"16000 leke";"19"
"2021-08-05 17:28:56.497845";"";"Kompania Marketing Group operon suksesshem ne fushen e telekomunikacionit duke trajtur argumenta mbi tregun e burses.
Jemi duke zgjeruar stafin tone dhe po kerkojme punonjes mbi pozicionin e punes Operator Apertura & Retention per gjuhen Italiane.
";"Marketing Grup";"e:marketinggroup.al@hotmail.com|w:marketinggroup.al@hotmail.com|t:0686078001";"Full Time";"56 Ditë";"Telemarketing";"Tiranë";"Ne jemi Marketing Group , nje kompani e suksesshme ne tregun e punes duke trajtuar argumentat e burses dhe me gjere.
Kerkojme te zgjerojme stafin tone dhe po rekrutojme Agjent Retention ne gjuhen Italiane .
Po ju jeni gati te na bashkoheni?
Nese keni ambicje per rritje personale e profesionale , po kerkoni nje pune stabel e me paga konkuruese ne treg ju themi se jeni ne vendin e duhur.
Marketing Group eshte nje kompanine qe ofron mundesite e duhura per ju!


Kompania jone ofron per ju :

Trajnime te paguara me nje staf te kualifikuar
Pagesa me rroge baze dhe bonuse te larta (bonuse ditore, javore, mujore)
Leads web shume te mire
Mjedis pune komod, rinor dhe dinamik
Aktivitete argetuese brenda dhe jashte mjedisit te punes
Orare pune 9:00-18:00
Fundjava e lire

Dergoni aplikimet tuaja ne adresat e meposhtme:

Kontakt: 0686078001
E_mail: marketinggroup.al@hotmail.com
Adresa: Rruga Tafaj, Ndertesa 34, mbrapa Aza Elektronics tek Selvia.

Ju mirepresim !
";"Kerkojme te punesojme operator Retention ";"5668";"http://karriera.al/al/job-inside/5668/kerkojme-te-punesojme-operator-retention";" 
Kerkohet te permbushni keto kritere :

Te njihni mire kompjuterin.
Te zoteroni gjuhen italiane ne nivel te larte komunikimi.
Te jeni ambicioz per arritjen e objektivave ne grup e individuale.
Te kene disponibilitet te plote , korrektesi me oraret apo detyrat dhe pergjegjesite qe u ngarkohet gjate punes.
Te jeni te afte te nderveproni ne grup, kembengules e pozitiv.
";"";"22"
"2021-08-05 17:28:59.410697";"";"Kompania Marketing Group operon suksesshem ne fushen e telekomunikacionit duke trajtur argumenta mbi tregun e burses.
Jemi duke zgjeruar stafin tone dhe po kerkojme punonjes mbi pozicionin e punes Operator Apertura & Retention per gjuhen Italiane.
";"Marketing Grup";"e:marketinggroup.al@hotmail.com|w:marketinggroup.al@hotmail.com|t:0686078001";"Full Time";"56 Ditë";"Telemarketing";"Tiranë";"Kompania Marketing Group , nje kompani e sukseshme ne fushen e telemarketingut dhe ne ceshtjet e burses , po rekruton operatore telefonik ne pozicionin Apertura.

Ju ftojme te beheni pjese e intervistave tona te punes te cialt zhvillohen nga dita e Hene-Premte nga ora 9;00-18;00 prane zyrave tona .


Kompania jone ofron per ju :

Trajnime te pagura me nje staf te kualifukuar
Pagesa konkurrente ne treg
Bonuse te larta (bonuse ditore, javore, mujore)
Leads Web shume te mire
Mjedis komod, rinor dhe dinamik
Aktivitete argetuese brenda dhe jashte ambjentit te punes
Orare pune 9:00-18:00
Fundjava e lire

Ne dime te vleresojme punen tuaj duke iu ofruar mundesi rritje personale e profesionale secilit prej jush.

Dergojini aplikimet tuaja duke na kontaktuar ne numurin e telefonit 0686078001 ose derguar cv-ne tuaj ne adresat e e-mail: marketinggroup.al@hotmail.com

Adresa : Rruga Tafaj, Ndertesa 34, mbrapa Aza Elektronics tek Selvia .

Ju mirepresim!
";"Kerkojme te punesojme operator telefonik Apertura ";"5667";"http://karriera.al/al/job-inside/5667/kerkojme-te-punesojme-operator-telefonik-apertura";"Te gjithe te interesuarit duhet te permbushin keto kritere:

Te njohin mire kompjuterin.
Te zoterojne gjuhen italiane ne nivel te larte njohje.
Te kene disponibilitet te plote, korrektesi ne pune si edhe te jene te gatshem te bashkepunojne per objektivat ne grup dhe ato personale.
Te jene ambicioz, kembengules, positiv dhe te jene te afte te nderveprojne ne grup .
";"";"21"
"2021-08-05 17:29:02.301474";"";"Kompania Marketing Group operon suksesshem ne fushen e telekomunikacionit duke trajtur argumenta mbi tregun e burses.
Jemi duke zgjeruar stafin tone dhe po kerkojme punonjes mbi pozicionin e punes Operator Apertura & Retention per gjuhen Italiane.
";"Marketing Grup";"e:marketinggroup.al@hotmail.com|w:marketinggroup.al@hotmail.com|t:0686078001";"Full Time";"56 Ditë";"Telemarketing";"Tiranë";"Kompania Marketing Group eshte nje komapani e suksesshme ne fushen e telekomunikacionit e cila trajton argumenta mbi tregun e burses.
Aktualisht po zgjerojme stafin tone dhe po rekrutojme punonjes mbi pozicionin e punes Agjent Apertura & Retention ne gjuhen Italiane.


Kompania jone ofron per ju :

Pagat me te mira dhe te sigurta ne treg (pagese baze, bonuse ditore, javore, mujore), synojme te shperblejme e motivojme sa me teper punen tuaj duke ju ofruar mundesine per tu rritur profesionalisht por edhe financiarisht.

Ofrojme trajnime me nje staf pune te pergatitur e ambicioz.

Leads Web shume te mire
Ambjent pune komod, dinamik e rinor.

Aktivitete dhe lojera te ndryshme brenda ambjentit te punes edhe jashte saj.

Fundjave te lire .


Per informacione me te detajuara rreth nesh na kontaktoni ne numrin 0686078001 ose na dergoni cv-ne tuaj ne adresen e e-mailit: marketinggroup.al@hotmail.com.

Vendodhja jone eshte : Rruga Tafaj, Ndertesa 34 , mbrapa Aza Electronics tek Selvia.

Mirepresim aplikimet tuaja!
";"Kerkojme te punesojme operator telefonik Apertura dhe Retention";"5666";"http://karriera.al/al/job-inside/5666/kerkojme-te-punesojme-operator-telefonik-apertura-dhe-retention";" 
Te gjithe ata qe jane te interesuar per te aplikuar duhet te permbushin keto kritere:

Te njohin mire kompjuterin.
Te zoterojne gjuhen Italiane ne nivel te larte njohje .
Te kene disponibilitet te plote, korrektesi ne pune si edhe te jene te gatshem te bashkepunojne per objektivat ne grup dhe ato individuale.
Te jene ambicioz per rezultate , kembengules dhe me natyre positive, te duan dhe te jene te afte te nderveprojne me grupin.
";"";"18"
"2021-08-05 17:29:04.268708";"";"Kompania Marketing Group operon suksesshem ne fushen e telekomunikacionit duke trajtur argumenta mbi tregun e burses.
Jemi duke zgjeruar stafin tone dhe po kerkojme punonjes mbi pozicionin e punes Operator Apertura & Retention per gjuhen Italiane.
";"Marketing Grup";"e:marketinggroup.al@hotmail.com|w:marketinggroup.al@hotmail.com|t:0686078001";"Full Time";"56 Ditë";"Telemarketing";"Tiranë";"Ne jemi Marketing Group , nje kompani e suksesshme ne tregun e punes duke trajtuar argumentat e burses dhe me gjere.
Kerkojme te zgjerojme stafin tone dhe po rekrutojme Agjent Retention ne gjuhen Italiane .
Po ju jeni gati te na bashkoheni?
Nese keni ambicje per rritje personale e profesionale , po kerkoni nje pune stabel e me paga konkuruese ne treg ju themi se jeni ne vendin e duhur.
Marketing Group eshte nje kompanine qe ofron mundesite e duhura per ju!

Kompania jone ofron per ju :

Trajnime te paguara me nje staf te kualifikuar
Pagesa me rroge baze dhe bonuse te larta (bonuse ditore, javore, mujore)
Leads web shume te mire
Mjedis pune komod, rinor dhe dinamik
Aktivitete argetuese brenda dhe jashte mjedisit te punes
Orare pune 9:00-18:00
Fundjava e lire

Dergoni aplikimet tuaja ne adresat e meposhtme:

Kontakt: 0686078001
E_mail: marketinggroup.al@hotmail.com
Adresa: Rruga Tafaj, Ndertesa 34, mbrapa Aza Elektronics tek Selvia.

Ju mirepresim !
";"Marketing Group  kerkon te punesoje operatore telefonik Retention";"5665";"http://karriera.al/al/job-inside/5665/marketing-group-kerkon-te-punesoje-operatore-telefonik-retention";" 
Kerkohet te permbushni keto kritere :

Te njihni mire kompjuterin.
Te zoteroni gjuhen italiane ne nivel te larte komunikimi.
Te jeni ambicioz per arritjen e objektivave ne grup e individuale.
Te kene disponibilitet te plote , korrektesi me oraret apo detyrat dhe pergjegjesite qe u ngarkohet gjate punes.
Te jeni te afte te nderveproni ne grup, kembengules e pozitiv.
 
";"";"45"
"2021-08-05 17:29:06.153474";"";"Kompania Marketing Group operon suksesshem ne fushen e telekomunikacionit duke trajtur argumenta mbi tregun e burses.
Jemi duke zgjeruar stafin tone dhe po kerkojme punonjes mbi pozicionin e punes Operator Apertura & Retention per gjuhen Italiane.
";"Marketing Grup";"e:marketinggroup.al@hotmail.com|w:marketinggroup.al@hotmail.com|t:0686078001";"Full Time";"56 Ditë";"Telemarketing";"Tiranë";"Kompania Marketing Group , nje kompani e sukseshme ne fushen e telemarketingut dhe ne ceshtjet e burses , po rekruton operatore telefonik ne pozicionin Apertura.

Ju ftojme te beheni pjese e intervistave tona te punes te cialt zhvillohen nga dita e Hene-Premte nga ora 9;00-18;00 prane zyrave tona .

Kompania jone ofron per ju :

Trajnime te pagura me nje staf te kualifukuar
Pagesa konkurrente ne treg
Bonuse te larta (bonuse ditore, javore, mujore)
Leads Web shume te mire
Mjedis komod, rinor dhe dinamik
Aktivitete argetuese brenda dhe jashte ambjentit te punes
Orare pune 9:00-18:00
Fundjava e lire

Ne dime te vleresojme punen tuaj duke iu ofruar mundesi rritje personale e profesionale secilit prej jush.

Dergojini aplikimet tuaja duke na kontaktuar ne numurin e telefonit 0686078001 ose derguar cv-ne tuaj ne adresat e e-mail: marketinggroup.al@hotmail.com

Adresa : Rruga Tafaj, Ndertesa 34, mbrapa Aza Elektronics tek Selvia .

Ju mirepresim!
";"Marketing Group kerkon te punesoje operatore telefonik Apertura";"5664";"http://karriera.al/al/job-inside/5664/marketing-group-kerkon-te-punesoje-operatore-telefonik-apertura";" 
Te gjithe te interesuarit duhet te permbushin keto kritere:

Te njohin mire kompjuterin.
Te zoterojne gjuhen italiane ne nivel te larte njohje.
Te kene disponibilitet te plote, korrektesi ne pune si edhe te jene te gatshem te bashkepunojne per objektivat ne grup dhe ato personale.
Te jene ambicioz, kembengules, positiv dhe te jene te afte te nderveprojne ne grup .
";"";"52"
"2021-08-05 17:29:09.091227";" 
Was wir dir bieten

Du hast die Chance dich persönlich weiterzuentwickeln und durch regelmäßige Feedbackgespräche in der Erreichung deiner Ziele unterstützt zu werden
Neben einem großartigen Team warten auf Dich abwechslungsreiche Aufgaben in einem stark wachsenden Umfeld
Vom ehemaligen Unicorn zur börsennotierten Aktiengesellschaft, werde Teil unserer Erfolgsgeschichte!

 
Deine Life-Work-Balance sind Teil unserer Kultur. Wir bieten dir daher die Möglichkeit 5 Tage in der Woche in unserem Büro in Tirana, Albania aus zu arbeiten.

Bewirb dich jetzt mit Angabe deiner Gehaltsvorstellungen über: lorela.hysa@auto1.com

Kontakt
+355 697097481

Bulevardi Gjergj Fishta, Alpas Center, Tirane.
";"AUTO1.com è il mercato B2B online leader in Europa per l'acquisto e la vendita di auto usate.
I nostri rivenditori partner, in oltre 30 paesi, possono acquistare auto dal nostro portale, in modalità asta o compra subito, in completa sicurezza, potendo contare su oltre 10.000 modelli certificati e sempre disponibili.
AUTO1.com è parte di AUTO1 Group, la piattaforma di trading automobilistico leader in Europa.";"Auto1 Albania shpk";"e:selezione.albania@auto1.com|w:|t:+355697097481";"Full Time";"27 Ditë";"Administrative/Zyre";"Tiranë";"AUTO1 Group ist Europas führende digitale Automobilplattform. Als dynamisches Tech-Unternehmen revolutionieren wir mit unseren Marken wirkaufendeinauto.de, AUTO1.com und Autohero den Gebrauchtwagenmarkt. Unser 4.200 Personen starkes Team arbeitet mit der Mission, europaweiten Handel und Transport für unsere Kunden so schnell, einfach und stressfrei wie möglich zu machen. Wachse über dich hinaus und gestalte die Zukunft des Autohandels mit uns.

In unserem Operations Department sorgen wir für reibungslose Abläufe, indem wir operatives Denken mit strategischem Geschick vereinen.
Gemeinsam mit deinen Kollegen aus unserem Dokumentenmanagement Team steuerst Du die Logistik des Dokumentenversands und bearbeitest Anfragen von unseren internationalen Teams aus ganz Europa. Wenn du Spaß und Interesse daran hast, eigenständig und verantwortungsvoll zu agieren und gerne auch auf Englisch kommunizierst, dann bist du bei uns genau richtig.

Deine Aufgaben:

Kommuniziere länderübergreifend mit unterschiedlichen internationalen Teams und steh als Ansprechpartner zur Verfügung
Du identifizierst Probleme und Risiken im Arbeitsablauf
Steuere die Abwicklung des Dokumentenversands und sei für das Management unseres Fahrzeugbestandes im Backoffice zuständig
Du agierst als kommunikative Schnittstelle zwischen den Händlern und überwachst den kompletten Prozess bis zum vollständigen Erhalt der Dokumente
Optimiere unsere Prozesse und arbeite dich in diverse IT-Systeme ein
Du baust dein Wissen kontinuierlich aus und übernimmst Verantwortung mit neuen Projekten

";"Bürokauffrau / Bürokaufmann im Backoffice - Operations";"5663";"http://karriera.al/al/job-inside/5663/burokauffrau-burokaufmann-im-backoffice-operations";"
Dein Profil:

Eine erfolgreiche abgeschlossene kaufmännische Ausbildung (z.B. Bürokaufmann, Touristikkaufmann, Hotelfachmann, oder ähnliches) und erste Praxiserfahrung
Hohe Motivation, sowie eine lösungsorientierte und sorgfältige Arbeitsweise
Durchweg hohe Professionalität, sowohl auf Kunden- als auch auf Mitarbeiterseite
Sicherer Umgang mit MS Office
Sehr gute Deutschkenntnisse sowie gute Englischkenntnisse

";"650 Euro";"41"
"2021-08-05 17:29:11.065206";"Orari i punës: 08:30 - 17:00, E hënë - E premte
Të interesuarit mund të aplikojnë vetëm nëpërmjet linkut: https://ketri.al/sq/junior-web-developer-aplikim-pune
___
Website: ketri.al
Linkedin: linkedin.com/company/ketriweb
Facebook: facebook.com/ketriweb
Instagram: instagram.com/ketri.web
";"Custom web development";"Ketri Web";"e:hr@ketri.al|w:www.ketri.al";"Full Time";"26 Ditë";"Programues";"Tiranë";"Nisni karrierën tuaj në fushën e web development, si junior pranë Ketri Web!
Ofrojmë zhvillim të lartë profesional në një ambient miqësor.

Detyrat
- Ndërtimi i faqeve broshurë
- Testimi i funksionaliteteve
- Përmirësimi i shpejtësisë së faqeve
- Krijimi dhe modifikimi i imazheve të thjeshtë
- Instalimi dhe konfigurimi i script-eve
";"KETRI WEB - Junior full-stack developer";"5108";"http://karriera.al/al/job-inside/5108/ketri-web-junior-full-stack-developer";"Kërkesa teknike
- Njohuri bazë në HTML dhe CSS
- Njohuri bazë në PHP dhe SQL
- Njohuri bazë në JavaScript
- Njohuri bazë në programe dizajni si Adobe XD, Illustrator, Photoshop
- Njohuri të përgjithshme kompjuterike
Aftësi personale
- Anglishte e rrjedhshme
- Vëmendje ndaj hollësive
- Orientim drejt cilësisë
- Vetëpërmirësim i vazhdueshëm profesional
";"";"1837"
"2021-08-05 17:29:13.169891";"Të interesuarit mund të aplikojnë duke dërguar CV dhe letër interesi në adresën hr@ketri.al. Titulli i email-it duhet të jetë ""Aplikim për senior front-end developer"".
Orari i punës: 08:30 - 17:00, E hënë - E premte
---
Website: ketri.al
Linkedin: linkedin.com/company/ketriweb
Facebook: facebook.com/ketriweb
Instagram: instagram.com/ketri.web
 
";"Custom web development";"Ketri Web";"e:hr@ketri.al|w:www.ketri.al";"Full Time";"26 Ditë";"Software/Web Development";"Tiranë";"Kërkojmë senior front-end developer me të paktën 5 vite eksperiencë në këtë profil. Kandidati ideal përmbush të gjitha pikat e më poshtme, në lidhje me:
Detyrat

Shkruan të gjithë kodin front-end
Harton zgjidhje efikase dhe të shkallëzueshme
Krijon komponentë të ripërdorshëm
Teston për defekte në funksionalitet dhe/ose dizajn
Shkruan dokumentacion të qartë dhe të detajuar

";"KETRI WEB - Senior front-end developer";"5652";"http://karriera.al/al/job-inside/5652/ketri-web-senior-front-end-developer";"Kërkesa teknike

Shkruan ‘semantic HTML’
Zbaton strategjinë ‘mobile-first’
Përdor JavaScript APIs, AJAX dhe DOM
Implementon teknika për shkarkimin progresiv të faqeve
Siguron përputhshmërinë mes browsers të ndryshëm
Krijon ‘schema markup’
Përdor ‘developer tools’ të browser-it
Kupton dhe përdor ‘HTTP headers’

Aftësi personale

Kupton qëllimet e biznesit dhe ofron ndihmë në realizimin e tyre
Ka intuitë në kuptimin e mënyrës se si gjërat duhet të funksionojnë
Aftësi të mira improvizimi
Aftësi të mira kërkimore
Jep zgjidhje të mira për probleme të ndërlikuara
Ndjek parimet KISS dhe DRY
Kupton dhe shpejgon lehtësisht një rrjedhë logjike komplekse
Ka aftësi të mira në ‘debugging’

Aftësi plotësuese

UX Design
PHP
Git
Regular expressions

";"";"113"
"2021-08-05 17:29:16.065729";"";"Punesim&Rekrutim; eshte nje agjenci multifunksionale e cila ofron nje game te gjere sherbimesh  ne sferen profesionale.";"BClever Agency";"e:rekrutimp@gmail.com|t:0676318339";"Full Time";"25 Ditë";"Burime Njerëzore";"Tiranë";"Eja ne trajnimin e pare te ketij muaji!

Nese po kerkon ti japesh nje shtyse karrieres tende dhe te kesh me teper mundesi punesimi ne ju ofrojme mundesine te trajnoheni dhe certifikoheni si menaxher i burimeve njerezore!


Ju mundesojme nje kurrikul te pasur dhe praktike. Nje guide orientuese e cila do t'ju ndihmoje ne punen tuaj si HR Specialist.


Ne perfundim do te pajiseni me certifikate!


 
";"Menaxher i Burimeve Njerezore";"5279";"http://karriera.al/al/job-inside/5279/menaxher-i-burimeve-njerezore";"PAK VENDE TE LIRA!

Rezervo tani pjesmarrjen tende nepermjet nje aplikimi ne: rekrutimp@gmail.com ose: 0676318339
";"";"697"
"2021-08-05 17:29:17.980682";"";"Punesim&Rekrutim; eshte nje agjenci multifunksionale e cila ofron nje game te gjere sherbimesh  ne sferen profesionale.";"BClever Agency";"e:rekrutimp@gmail.com|t:0676318339";"Full Time";"25 Ditë";"Drejtues/Menaxher";"Tiranë";"           MENAXHIMI ORGANIZACIONAL
                      TRAJNIM 1 DITOR
                PAJISENI ME CERTIFIKATE
Nese synon te behesh nje Manager i ardhshem, te fitosh njohuri mbi praktikat e punes dhe te
certifikohesh si nje menaxher, regjistrohu tani!
 
Trajnim “Menaxhimi Organizacional ”
Disa nga temat e programit i gjeni ne vijim:
- Menaxhimi i kompanise
- Menaxhimi i diversitetit
- Menaxhimi i etikes
- Menaxhimi i ndryshimeve dhe inovacionit
- Procesi i planifikimit dhe kontrollit
- Menaxhimi strategjik
- Komunikimi menaxherial
- Buxhetimi etj.
 
Ne perfundim te trajnimit cdo pjesmarres do te pajiset me: 
- Kurrikulen e Menaxhimit Organizacional
 
CDO PJESMARRES DO TE PAJISET ME CERTIFIKATE!
 
Regjistrimet kane nisur dhe numri i vendeve eshte i limituar!
";"MENAXHIMI ORGANIZACIONAL";"4998";"http://karriera.al/al/job-inside/4998/menaxhimi-organizacional";"Per regjistrim apliko ne: rekrutimp@gmail.com / 0676318339
";"";"2313"
"2021-08-05 17:29:19.859802";"";"Punesim&Rekrutim; eshte nje agjenci multifunksionale e cila ofron nje game te gjere sherbimesh  ne sferen profesionale.";"BClever Agency";"e:rekrutimp@gmail.com|t:0676318339";"Part Time";"25 Ditë";"Burime Njerëzore";"Tiranë";"Nese je ne kerkim te rritjes profesionale, nese po kerkon te fitosh ose zgjerosh njohurite ne fushen e HR Management, nese po kerkon te kandidosh ne nje pozicion pune me te mire dhe ti japesh karrieres tende nje drejtim te ri, ne mund te jemi partneri qe do t'ju ndihmoje ta arrini kete!

Trajnim ne “Menaxhimin e Burimeve Njerezore”!

Disa nga temat e programit i gjeni ne vijim:
- Pergatitja e njoftimeve te punes
- Screening i Curriculum Vitae
- Pergatitja e fazave te intervistave
- Perzgjedhja
- Trajnimi i stafit
- Raportet
- Akses kontrolli
- Menaxhimi i konflikteve
- Kodi i punes etj.

Ne perfundim te trajnimit cdo pjesmarres do te pajiset me:
- Modulin e Menaxhimit te Burimeve Njerezore
- Dokumenta template qe ju vijne ne ndihme ne punen si HR Manager

CDO PJESMARRES DO TE PAJISET ME CERTIFIKATE!
";"MENAXHIM I BURIMEVE NJEREZORE";"5005";"http://karriera.al/al/job-inside/5005/menaxhim-i-burimeve-njerezore";"Regjistrimet kane nisur dhe numri i vendeve eshte i limituar.

Per regjistrime na kontaktoni permes emailit: rekrutimp@gmail.com / 0676318339 ose ne faqen tone te instagramit @bcleveragency 
 
";"";"3282"
